volume_id,site_id,title,century,production_year_est,support_material,ink_type,binding_type,cover_type,language,format,restoration_recent,observed_condition_score,digitised,source_catalogue,licence,site_name,site_type,country,city,latitude,longitude,climate_zone,collection_size_volumes,avg_temperature_c,avg_relative_humidity_pct,avg_light_lux,air_quality_index,flood_event,hvac_failure_event,monitoring_months,environmental_stress,material_stress,age_stress,event_stress,conservation_risk_index,risk_level,high_risk
V0144,S06,Manuscript or printed volume 0144,16,1550,laid_paper,printing_ink,wood_boards,leather,English,folio,False,2,True,British Library,CC BY-SA 4.0 (metadata simulation),British Library — St Pancras,library,United Kingdom,London,51.53,-0.1274,Oceanic,170000000,19.900000000000002,51.72833333333333,33.285000000000004,48,False,True,6,0.0,0.6875,0.59375,0.25,37.97,Moderate,0
V0145,S01,Manuscript or printed volume 0145,19,1872,laid_paper,carbon,leather,wood,Italian,octavo,False,2,True,BNF,CC BY-SA 4.0 (metadata simulation),"Biblioteca Joanina, University of Coimbra",library,Portugal,Coimbra,40.2075,-8.4266,Mediterranean,250000,20.853333333333335,54.375,43.129999999999995,56,False,False,6,0.006,0.675,0.21875,0.0,25.93,Low,0
V0146,S04,Manuscript or printed volume 0146,13,1235,parchment,iron_gall,wood_boards,leather,Latin,quarto,False,2,False,ICCU,CC BY-SA 4.0 (metadata simulation),Archivio di Stato di Firenze,archive,Italy,Florence,43.7696,11.2558,Mediterranean,1200000,20.903333333333332,53.11333333333334,41.931666666666665,50,False,False,6,0.0,0.9375,0.96875,0.0,52.34,Moderate,0
V0147,S06,Manuscript or printed volume 0147,18,1722,industrial_paper,pigment,leather,paper,French,quarto,False,3,True,British Library,CC BY-SA 4.0 (metadata simulation),British Library — St Pancras,library,United Kingdom,London,51.53,-0.1274,Oceanic,170000000,19.900000000000002,51.72833333333333,33.285000000000004,48,False,True,6,0.0,0.55,0.34375,0.25,27.59,Low,0
V0148,S03,Manuscript or printed volume 0148,14,1374,parchment,carbon,leather,paper,English,folio,False,1,False,British Library,CC BY-SA 4.0 (metadata simulation),Biblioteca comunale dell'Archiginnasio,library,Italy,Bologna,44.4929,11.343,Humid subtropical,850000,21.481666666666666,58.64666666666667,36.58833333333333,55,False,False,6,0.1022444444444445,0.8,0.84375,0.0,48.67,Moderate,0
V0149,S05,Manuscript or printed volume 0149,19,1835,mixed,printing_ink,paper_boards,paper,English,folio,False,2,True,ICCU,CC BY-SA 4.0 (metadata simulation),Bibliothèque nationale de France,library,France,Paris,48.8336,2.3758,Oceanic,40000000,19.258333333333336,48.5,36.98333333333333,49,False,False,6,0.0,0.6625000000000001,0.21875,0.0,25.34,Low,0
V0150,S04,Manuscript or printed volume 0150,15,1447,laid_paper,carbon,paper_boards,leather,English,folio,True,2,False,British Library,CC BY-SA 4.0 (metadata simulation),Archivio di Stato di Firenze,archive,Italy,Florence,43.7696,11.2558,Mediterranean,1200000,20.903333333333332,53.11333333333334,41.931666666666665,50,False,False,6,0.0,0.6375,0.71875,0.15,38.59,Moderate,0
V0151,S07,Manuscript or printed volume 0151,19,1842,industrial_paper,printing_ink,leather,vellum,Greek,octavo,False,2,True,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),Marmottan Repository (simulated cold store),repository,France,Paris,48.8606,2.2664,Oceanic,45000,19.541666666666668,48.78333333333333,34.36833333333333,45,False,True,6,0.0,0.5,0.21875,0.25,22.97,Low,0
V0152,S02,Manuscript or printed volume 0152,12,1116,mixed,carbon,paper_boards,wood,Italian,folio,False,2,True,British Library,CC BY-SA 4.0 (metadata simulation),Universitätsbibliothek Heidelberg,library,Germany,Heidelberg,49.4093,8.6944,Oceanic,180000,20.07166666666667,50.95666666666667,33.245000000000005,46,False,True,6,0.0,0.6875,1.0,0.25,48.12,Moderate,0
V0153,S08,Manuscript or printed volume 0153,13,1255,laid_paper,pigment,wood_boards,vellum,Latin,quarto,False,2,False,BNF,CC BY-SA 4.0 (metadata simulation),Biblioteca Medicea Laurenziana,library,Italy,Florence,43.7743,11.253,Mediterranean,110000,21.28,56.05666666666667,38.29333333333334,42,False,True,6,0.02817777777777792,0.7375,0.96875,0.25,49.83,Moderate,0
V0154,S06,Manuscript or printed volume 0154,18,1725,industrial_paper,pigment,leather,vellum,Greek,scroll,True,4,True,Europeana,CC BY-SA 4.0 (metadata simulation),British Library — St Pancras,library,United Kingdom,London,51.53,-0.1274,Oceanic,170000000,19.900000000000002,51.72833333333333,33.285000000000004,48,False,True,6,0.0,0.55,0.34375,0.4,29.09,Low,0
V0155,S04,Manuscript or printed volume 0155,18,1717,laid_paper,printing_ink,paper_boards,leather,German,quarto,False,3,False,BNF,CC BY-SA 4.0 (metadata simulation),Archivio di Stato di Firenze,archive,Italy,Florence,43.7696,11.2558,Mediterranean,1200000,20.903333333333332,53.11333333333334,41.931666666666665,50,False,False,6,0.0,0.6125,0.34375,0.0,26.97,Low,0
V0156,S05,Manuscript or printed volume 0156,17,1685,mixed,carbon,leather,none,English,folio,False,4,True,BNF,CC BY-SA 4.0 (metadata simulation),Bibliothèque nationale de France,library,France,Paris,48.8336,2.3758,Oceanic,40000000,19.258333333333336,48.5,36.98333333333333,49,False,False,6,0.0,0.7250000000000001,0.46875,0.0,33.47,Low,0
V0157,S04,Manuscript or printed volume 0157,14,1353,parchment,carbon,wood_boards,none,German,quarto,False,2,True,Europeana,CC BY-SA 4.0 (metadata simulation),Archivio di Stato di Firenze,archive,Italy,Florence,43.7696,11.2558,Mediterranean,1200000,20.903333333333332,53.11333333333334,41.931666666666665,50,False,False,6,0.0,0.8375,0.84375,0.0,46.22,Moderate,0
V0158,S02,Manuscript or printed volume 0158,19,1825,industrial_paper,carbon,paper_boards,leather,Latin,scroll,False,2,False,BNF,CC BY-SA 4.0 (metadata simulation),Universitätsbibliothek Heidelberg,library,Germany,Heidelberg,49.4093,8.6944,Oceanic,180000,20.07166666666667,50.95666666666667,33.245000000000005,46,False,True,6,0.0,0.4875,0.21875,0.25,22.59,Low,0
V0159,S02,Manuscript or printed volume 0159,19,1853,mixed,pigment,leather,vellum,Latin,octavo,True,4,False,BNF,CC BY-SA 4.0 (metadata simulation),Universitätsbibliothek Heidelberg,library,Germany,Heidelberg,49.4093,8.6944,Oceanic,180000,20.07166666666667,50.95666666666667,33.245000000000005,46,False,True,6,0.0,0.75,0.21875,0.4,31.97,Low,0
V0160,S06,Manuscript or printed volume 0160,19,1812,industrial_paper,printing_ink,paper_boards,leather,English,folio,False,1,True,BNF,CC BY-SA 4.0 (metadata simulation),British Library — St Pancras,library,United Kingdom,London,51.53,-0.1274,Oceanic,170000000,19.900000000000002,51.72833333333333,33.285000000000004,48,False,True,6,0.0,0.4625,0.21875,0.25,21.84,Low,0
V0161,S01,Manuscript or printed volume 0161,14,1395,laid_paper,carbon,vellum,none,English,folio,False,2,False,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),"Biblioteca Joanina, University of Coimbra",library,Portugal,Coimbra,40.2075,-8.4266,Mediterranean,250000,20.853333333333335,54.375,43.129999999999995,56,False,False,6,0.006,0.7,0.84375,0.0,42.3,Moderate,0
V0162,S04,Manuscript or printed volume 0162,14,1367,laid_paper,pigment,vellum,vellum,French,quarto,False,5,False,BNF,CC BY-SA 4.0 (metadata simulation),Archivio di Stato di Firenze,archive,Italy,Florence,43.7696,11.2558,Mediterranean,1200000,20.903333333333332,53.11333333333334,41.931666666666665,50,False,False,6,0.0,0.7250000000000001,0.84375,0.0,42.84,Moderate,0
V0163,S08,Manuscript or printed volume 0163,13,1260,parchment,pigment,wood_boards,none,French,scroll,False,3,True,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),Biblioteca Medicea Laurenziana,library,Italy,Florence,43.7743,11.253,Mediterranean,110000,21.28,56.05666666666667,38.29333333333334,42,False,True,6,0.02817777777777792,0.8625,0.96875,0.25,53.58,Moderate,0
V0164,S03,Manuscript or printed volume 0164,17,1676,laid_paper,pigment,wood_boards,vellum,German,octavo,False,1,True,ICCU,CC BY-SA 4.0 (metadata simulation),Biblioteca comunale dell'Archiginnasio,library,Italy,Bologna,44.4929,11.343,Humid subtropical,850000,21.481666666666666,58.64666666666667,36.58833333333333,55,False,False,6,0.1022444444444445,0.7375,0.46875,0.0,37.42,Moderate,0
V0165,S03,Manuscript or printed volume 0165,19,1851,parchment,printing_ink,none,none,Italian,octavo,True,2,False,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),Biblioteca comunale dell'Archiginnasio,library,Italy,Bologna,44.4929,11.343,Humid subtropical,850000,21.481666666666666,58.64666666666667,36.58833333333333,55,False,False,6,0.1022444444444445,0.7,0.21875,0.15,31.55,Low,0
V0166,S04,Manuscript or printed volume 0166,18,1721,laid_paper,carbon,wood_boards,leather,German,quarto,False,2,False,BNF,CC BY-SA 4.0 (metadata simulation),Archivio di Stato di Firenze,archive,Italy,Florence,43.7696,11.2558,Mediterranean,1200000,20.903333333333332,53.11333333333334,41.931666666666665,50,False,False,6,0.0,0.7125,0.34375,0.0,29.97,Low,0
V0167,S04,Manuscript or printed volume 0167,16,1596,laid_paper,iron_gall,paper_boards,paper,Latin,folio,False,1,False,Europeana,CC BY-SA 4.0 (metadata simulation),Archivio di Stato di Firenze,archive,Italy,Florence,43.7696,11.2558,Mediterranean,1200000,20.903333333333332,53.11333333333334,41.931666666666665,50,False,False,6,0.0,0.7375,0.59375,0.0,36.97,Moderate,0
V0168,S08,Manuscript or printed volume 0168,15,1489,parchment,iron_gall,wood_boards,leather,Greek,folio,False,2,True,Europeana,CC BY-SA 4.0 (metadata simulation),Biblioteca Medicea Laurenziana,library,Italy,Florence,43.7743,11.253,Mediterranean,110000,21.28,56.05666666666667,38.29333333333334,42,False,True,6,0.02817777777777792,0.9375,0.71875,0.25,49.58,Moderate,0
V0169,S07,Manuscript or printed volume 0169,16,1592,industrial_paper,printing_ink,paper_boards,wood,French,quarto,False,2,True,Europeana,CC BY-SA 4.0 (metadata simulation),Marmottan Repository (simulated cold store),repository,France,Paris,48.8606,2.2664,Oceanic,45000,19.541666666666668,48.78333333333333,34.36833333333333,45,False,True,6,0.0,0.4625,0.59375,0.25,31.22,Low,0
V0170,S02,Manuscript or printed volume 0170,18,1746,laid_paper,carbon,leather,none,English,octavo,False,1,True,British Library,CC BY-SA 4.0 (metadata simulation),Universitätsbibliothek Heidelberg,library,Germany,Heidelberg,49.4093,8.6944,Oceanic,180000,20.07166666666667,50.95666666666667,33.245000000000005,46,False,True,6,0.0,0.675,0.34375,0.25,31.34,Low,0
V0171,S06,Manuscript or printed volume 0171,15,1424,laid_paper,printing_ink,none,vellum,French,octavo,False,2,False,ICCU,CC BY-SA 4.0 (metadata simulation),British Library — St Pancras,library,United Kingdom,London,51.53,-0.1274,Oceanic,170000000,19.900000000000002,51.72833333333333,33.285000000000004,48,False,True,6,0.0,0.575,0.71875,0.25,37.72,Moderate,0
V0172,S05,Manuscript or printed volume 0172,13,1260,laid_paper,carbon,vellum,leather,French,quarto,True,2,True,Europeana,CC BY-SA 4.0 (metadata simulation),Bibliothèque nationale de France,library,France,Paris,48.8336,2.3758,Oceanic,40000000,19.258333333333336,48.5,36.98333333333333,49,False,False,6,0.0,0.7,0.96875,0.15,46.72,Moderate,0
V0173,S04,Manuscript or printed volume 0173,18,1753,laid_paper,pigment,paper_boards,paper,Latin,octavo,False,1,False,British Library,CC BY-SA 4.0 (metadata simulation),Archivio di Stato di Firenze,archive,Italy,Florence,43.7696,11.2558,Mediterranean,1200000,20.903333333333332,53.11333333333334,41.931666666666665,50,False,False,6,0.0,0.6625000000000001,0.34375,0.0,28.47,Low,0
V0174,S04,Manuscript or printed volume 0174,17,1648,industrial_paper,iron_gall,leather,vellum,French,octavo,False,2,False,ICCU,CC BY-SA 4.0 (metadata simulation),Archivio di Stato di Firenze,archive,Italy,Florence,43.7696,11.2558,Mediterranean,1200000,20.903333333333332,53.11333333333334,41.931666666666665,50,False,False,6,0.0,0.625,0.46875,0.0,30.47,Low,0
V0175,S04,Manuscript or printed volume 0175,14,1353,parchment,iron_gall,wood_boards,wood,English,folio,False,2,False,British Library,CC BY-SA 4.0 (metadata simulation),Archivio di Stato di Firenze,archive,Italy,Florence,43.7696,11.2558,Mediterranean,1200000,20.903333333333332,53.11333333333334,41.931666666666665,50,False,False,6,0.0,0.9375,0.84375,0.0,49.22,Moderate,0
V0176,S08,Manuscript or printed volume 0176,13,1215,laid_paper,iron_gall,vellum,leather,Italian,folio,False,3,False,British Library,CC BY-SA 4.0 (metadata simulation),Biblioteca Medicea Laurenziana,library,Italy,Florence,43.7743,11.253,Mediterranean,110000,21.28,56.05666666666667,38.29333333333334,42,False,True,6,0.02817777777777792,0.8,0.96875,0.25,51.7,Moderate,0
V0177,S06,Manuscript or printed volume 0177,18,1763,mixed,carbon,leather,paper,English,scroll,False,2,False,Europeana,CC BY-SA 4.0 (metadata simulation),British Library — St Pancras,library,United Kingdom,London,51.53,-0.1274,Oceanic,170000000,19.900000000000002,51.72833333333333,33.285000000000004,48,False,True,6,0.0,0.7250000000000001,0.34375,0.25,32.84,Low,0
V0178,S05,Manuscript or printed volume 0178,18,1752,mixed,carbon,paper_boards,none,French,folio,False,3,False,British Library,CC BY-SA 4.0 (metadata simulation),Bibliothèque nationale de France,library,France,Paris,48.8336,2.3758,Oceanic,40000000,19.258333333333336,48.5,36.98333333333333,49,False,False,6,0.0,0.6875,0.34375,0.0,29.22,Low,0
V0179,S08,Manuscript or printed volume 0179,18,1756,laid_paper,printing_ink,paper_boards,wood,French,quarto,False,2,False,British Library,CC BY-SA 4.0 (metadata simulation),Biblioteca Medicea Laurenziana,library,Italy,Florence,43.7743,11.253,Mediterranean,110000,21.28,56.05666666666667,38.29333333333334,42,False,True,6,0.02817777777777792,0.6125,0.34375,0.25,30.45,Low,0
V0180,S03,Manuscript or printed volume 0180,13,1233,parchment,pigment,leather,none,German,folio,False,3,True,Europeana,CC BY-SA 4.0 (metadata simulation),Biblioteca comunale dell'Archiginnasio,library,Italy,Bologna,44.4929,11.343,Humid subtropical,850000,21.481666666666666,58.64666666666667,36.58833333333333,55,False,False,6,0.1022444444444445,0.825,0.96875,0.0,52.55,Moderate,0
V0181,S02,Manuscript or printed volume 0181,17,1602,laid_paper,iron_gall,wood_boards,none,Latin,folio,False,2,False,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),Universitätsbibliothek Heidelberg,library,Germany,Heidelberg,49.4093,8.6944,Oceanic,180000,20.07166666666667,50.95666666666667,33.245000000000005,46,False,True,6,0.0,0.8125,0.46875,0.25,38.59,Moderate,0
V0182,S04,Manuscript or printed volume 0182,12,1144,industrial_paper,pigment,wood_boards,vellum,German,octavo,False,3,True,Europeana,CC BY-SA 4.0 (metadata simulation),Archivio di Stato di Firenze,archive,Italy,Florence,43.7696,11.2558,Mediterranean,1200000,20.903333333333332,53.11333333333334,41.931666666666665,50,False,False,6,0.0,0.5875,1.0,0.0,42.62,Moderate,0
V0183,S05,Manuscript or printed volume 0183,17,1676,laid_paper,pigment,leather,vellum,English,folio,False,4,True,Europeana,CC BY-SA 4.0 (metadata simulation),Bibliothèque nationale de France,library,France,Paris,48.8336,2.3758,Oceanic,40000000,19.258333333333336,48.5,36.98333333333333,49,False,False,6,0.0,0.7,0.46875,0.0,32.72,Low,0
V0184,S06,Manuscript or printed volume 0184,12,1134,parchment,carbon,vellum,vellum,English,folio,False,1,False,Europeana,CC BY-SA 4.0 (metadata simulation),British Library — St Pancras,library,United Kingdom,London,51.53,-0.1274,Oceanic,170000000,19.900000000000002,51.72833333333333,33.285000000000004,48,False,True,6,0.0,0.825,1.0,0.25,52.25,Moderate,0
V0185,S05,Manuscript or printed volume 0185,14,1313,parchment,iron_gall,leather,none,German,scroll,False,2,True,BNF,CC BY-SA 4.0 (metadata simulation),Bibliothèque nationale de France,library,France,Paris,48.8336,2.3758,Oceanic,40000000,19.258333333333336,48.5,36.98333333333333,49,False,False,6,0.0,0.8999999999999999,0.84375,0.0,48.09,Moderate,0
V0186,S01,Manuscript or printed volume 0186,19,1892,mixed,iron_gall,paper_boards,vellum,Greek,folio,False,3,True,ICCU,CC BY-SA 4.0 (metadata simulation),"Biblioteca Joanina, University of Coimbra",library,Portugal,Coimbra,40.2075,-8.4266,Mediterranean,250000,20.853333333333335,54.375,43.129999999999995,56,False,False,6,0.006,0.7875000000000001,0.21875,0.0,29.3,Low,0
V0187,S07,Manuscript or printed volume 0187,17,1670,laid_paper,carbon,vellum,leather,English,octavo,False,1,False,ICCU,CC BY-SA 4.0 (metadata simulation),Marmottan Repository (simulated cold store),repository,France,Paris,48.8606,2.2664,Oceanic,45000,19.541666666666668,48.78333333333333,34.36833333333333,45,False,True,6,0.0,0.7,0.46875,0.25,35.22,Moderate,0
V0188,S04,Manuscript or printed volume 0188,15,1446,mixed,printing_ink,leather,wood,French,octavo,False,1,False,British Library,CC BY-SA 4.0 (metadata simulation),Archivio di Stato di Firenze,archive,Italy,Florence,43.7696,11.2558,Mediterranean,1200000,20.903333333333332,53.11333333333334,41.931666666666665,50,False,False,6,0.0,0.7,0.71875,0.0,38.97,Moderate,0
V0189,S02,Manuscript or printed volume 0189,18,1712,industrial_paper,pigment,leather,vellum,Latin,octavo,False,1,False,ICCU,CC BY-SA 4.0 (metadata simulation),Universitätsbibliothek Heidelberg,library,Germany,Heidelberg,49.4093,8.6944,Oceanic,180000,20.07166666666667,50.95666666666667,33.245000000000005,46,False,True,6,0.0,0.55,0.34375,0.25,27.59,Low,0
V0190,S01,Manuscript or printed volume 0190,17,1614,laid_paper,iron_gall,leather,paper,French,folio,False,3,False,British Library,CC BY-SA 4.0 (metadata simulation),"Biblioteca Joanina, University of Coimbra",library,Portugal,Coimbra,40.2075,-8.4266,Mediterranean,250000,20.853333333333335,54.375,43.129999999999995,56,False,False,6,0.006,0.7749999999999999,0.46875,0.0,35.18,Moderate,0
V0191,S07,Manuscript or printed volume 0191,16,1527,mixed,printing_ink,wood_boards,leather,Italian,folio,False,2,False,Europeana,CC BY-SA 4.0 (metadata simulation),Marmottan Repository (simulated cold store),repository,France,Paris,48.8606,2.2664,Oceanic,45000,19.541666666666668,48.78333333333333,34.36833333333333,45,False,True,6,0.0,0.7375,0.59375,0.25,39.47,Moderate,0
V0192,S03,Manuscript or printed volume 0192,13,1204,parchment,carbon,leather,wood,German,quarto,False,3,False,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),Biblioteca comunale dell'Archiginnasio,library,Italy,Bologna,44.4929,11.343,Humid subtropical,850000,21.481666666666666,58.64666666666667,36.58833333333333,55,False,False,6,0.1022444444444445,0.8,0.96875,0.0,51.8,Moderate,0
V0193,S01,Manuscript or printed volume 0193,12,1183,parchment,carbon,leather,paper,Italian,octavo,False,3,True,BNF,CC BY-SA 4.0 (metadata simulation),"Biblioteca Joanina, University of Coimbra",library,Portugal,Coimbra,40.2075,-8.4266,Mediterranean,250000,20.853333333333335,54.375,43.129999999999995,56,False,False,6,0.006,0.8,1.0,0.0,49.21,Moderate,0
V0194,S03,Manuscript or printed volume 0194,15,1450,parchment,pigment,none,vellum,English,scroll,True,4,False,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),Biblioteca comunale dell'Archiginnasio,library,Italy,Bologna,44.4929,11.343,Humid subtropical,850000,21.481666666666666,58.64666666666667,36.58833333333333,55,False,False,6,0.1022444444444445,0.75,0.71875,0.15,45.55,Moderate,0
V0195,S05,Manuscript or printed volume 0195,19,1878,mixed,iron_gall,vellum,vellum,Latin,scroll,False,2,True,Europeana,CC BY-SA 4.0 (metadata simulation),Bibliothèque nationale de France,library,France,Paris,48.8336,2.3758,Oceanic,40000000,19.258333333333336,48.5,36.98333333333333,49,False,False,6,0.0,0.8500000000000001,0.21875,0.0,30.97,Low,0
V0196,S07,Manuscript or printed volume 0196,15,1444,laid_paper,pigment,leather,wood,German,folio,False,3,False,Europeana,CC BY-SA 4.0 (metadata simulation),Marmottan Repository (simulated cold store),repository,France,Paris,48.8606,2.2664,Oceanic,45000,19.541666666666668,48.78333333333333,34.36833333333333,45,False,True,6,0.0,0.7,0.71875,0.25,41.47,Moderate,0
V0197,S08,Manuscript or printed volume 0197,16,1512,mixed,iron_gall,leather,vellum,French,scroll,False,1,False,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),Biblioteca Medicea Laurenziana,library,Italy,Florence,43.7743,11.253,Mediterranean,110000,21.28,56.05666666666667,38.29333333333334,42,False,True,6,0.02817777777777792,0.825,0.59375,0.25,43.08,Moderate,0
V0198,S08,Manuscript or printed volume 0198,14,1352,parchment,iron_gall,leather,paper,Italian,octavo,False,2,True,BNF,CC BY-SA 4.0 (metadata simulation),Biblioteca Medicea Laurenziana,library,Italy,Florence,43.7743,11.253,Mediterranean,110000,21.28,56.05666666666667,38.29333333333334,42,False,True,6,0.02817777777777792,0.8999999999999999,0.84375,0.25,51.58,Moderate,0
V0199,S03,Manuscript or printed volume 0199,15,1426,industrial_paper,carbon,leather,vellum,Latin,scroll,False,3,True,BNF,CC BY-SA 4.0 (metadata simulation),Biblioteca comunale dell'Archiginnasio,library,Italy,Bologna,44.4929,11.343,Humid subtropical,850000,21.481666666666666,58.64666666666667,36.58833333333333,55,False,False,6,0.1022444444444445,0.5249999999999999,0.71875,0.0,37.3,Moderate,0
V0200,S04,Manuscript or printed volume 0200,13,1203,parchment,printing_ink,wood_boards,vellum,German,folio,False,2,False,BNF,CC BY-SA 4.0 (metadata simulation),Archivio di Stato di Firenze,archive,Italy,Florence,43.7696,11.2558,Mediterranean,1200000,20.903333333333332,53.11333333333334,41.931666666666665,50,False,False,6,0.0,0.8125,0.96875,0.0,48.59,Moderate,0
V0201,S08,Manuscript or printed volume 0201,15,1434,parchment,carbon,leather,leather,Latin,scroll,False,3,True,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),Biblioteca Medicea Laurenziana,library,Italy,Florence,43.7743,11.253,Mediterranean,110000,21.28,56.05666666666667,38.29333333333334,42,False,True,6,0.02817777777777792,0.8,0.71875,0.25,45.45,Moderate,0
V0202,S01,Manuscript or printed volume 0202,14,1303,parchment,iron_gall,wood_boards,paper,French,scroll,False,3,True,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),"Biblioteca Joanina, University of Coimbra",library,Portugal,Coimbra,40.2075,-8.4266,Mediterranean,250000,20.853333333333335,54.375,43.129999999999995,56,False,False,6,0.006,0.9375,0.84375,0.0,49.43,Moderate,0
V0203,S01,Manuscript or printed volume 0203,12,1179,parchment,pigment,none,paper,Greek,quarto,False,3,False,Europeana,CC BY-SA 4.0 (metadata simulation),"Biblioteca Joanina, University of Coimbra",library,Portugal,Coimbra,40.2075,-8.4266,Mediterranean,250000,20.853333333333335,54.375,43.129999999999995,56,False,False,6,0.006,0.75,1.0,0.0,47.71,Moderate,0
V0204,S07,Manuscript or printed volume 0204,19,1875,industrial_paper,printing_ink,paper_boards,paper,Latin,scroll,False,2,False,British Library,CC BY-SA 4.0 (metadata simulation),Marmottan Repository (simulated cold store),repository,France,Paris,48.8606,2.2664,Oceanic,45000,19.541666666666668,48.78333333333333,34.36833333333333,45,False,True,6,0.0,0.4625,0.21875,0.25,21.84,Low,0
V0205,S01,Manuscript or printed volume 0205,17,1634,parchment,pigment,paper_boards,leather,English,quarto,False,1,False,British Library,CC BY-SA 4.0 (metadata simulation),"Biblioteca Joanina, University of Coimbra",library,Portugal,Coimbra,40.2075,-8.4266,Mediterranean,250000,20.853333333333335,54.375,43.129999999999995,56,False,False,6,0.006,0.7875000000000001,0.46875,0.0,35.55,Moderate,0
V0206,S04,Manuscript or printed volume 0206,14,1304,parchment,carbon,paper_boards,none,French,scroll,False,3,False,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),Archivio di Stato di Firenze,archive,Italy,Florence,43.7696,11.2558,Mediterranean,1200000,20.903333333333332,53.11333333333334,41.931666666666665,50,False,False,6,0.0,0.7625,0.84375,0.0,43.97,Moderate,0
V0207,S03,Manuscript or printed volume 0207,14,1347,laid_paper,iron_gall,leather,none,Greek,quarto,False,3,False,Europeana,CC BY-SA 4.0 (metadata simulation),Biblioteca comunale dell'Archiginnasio,library,Italy,Bologna,44.4929,11.343,Humid subtropical,850000,21.481666666666666,58.64666666666667,36.58833333333333,55,False,False,6,0.1022444444444445,0.7749999999999999,0.84375,0.0,47.92,Moderate,0
V0208,S08,Manuscript or printed volume 0208,18,1777,laid_paper,printing_ink,leather,vellum,Italian,folio,False,3,True,British Library,CC BY-SA 4.0 (metadata simulation),Biblioteca Medicea Laurenziana,library,Italy,Florence,43.7743,11.253,Mediterranean,110000,21.28,56.05666666666667,38.29333333333334,42,False,True,6,0.02817777777777792,0.6499999999999999,0.34375,0.25,31.58,Low,0
V0209,S05,Manuscript or printed volume 0209,17,1629,parchment,carbon,paper_boards,vellum,Latin,octavo,True,3,True,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),Bibliothèque nationale de France,library,France,Paris,48.8336,2.3758,Oceanic,40000000,19.258333333333336,48.5,36.98333333333333,49,False,False,6,0.0,0.7625,0.46875,0.15,36.09,Moderate,0
V0210,S08,Manuscript or printed volume 0210,14,1392,parchment,carbon,vellum,wood,Latin,octavo,False,2,False,British Library,CC BY-SA 4.0 (metadata simulation),Biblioteca Medicea Laurenziana,library,Italy,Florence,43.7743,11.253,Mediterranean,110000,21.28,56.05666666666667,38.29333333333334,42,False,True,6,0.02817777777777792,0.825,0.84375,0.25,49.33,Moderate,0
V0211,S07,Manuscript or printed volume 0211,16,1534,mixed,iron_gall,wood_boards,vellum,Italian,quarto,False,2,False,BNF,CC BY-SA 4.0 (metadata simulation),Marmottan Repository (simulated cold store),repository,France,Paris,48.8606,2.2664,Oceanic,45000,19.541666666666668,48.78333333333333,34.36833333333333,45,False,True,6,0.0,0.8625,0.59375,0.25,43.22,Moderate,0
V0212,S02,Manuscript or printed volume 0212,19,1841,laid_paper,printing_ink,wood_boards,leather,French,octavo,True,3,True,BNF,CC BY-SA 4.0 (metadata simulation),Universitätsbibliothek Heidelberg,library,Germany,Heidelberg,49.4093,8.6944,Oceanic,180000,20.07166666666667,50.95666666666667,33.245000000000005,46,False,True,6,0.0,0.6875,0.21875,0.4,30.09,Low,0
V0213,S08,Manuscript or printed volume 0213,18,1746,mixed,iron_gall,leather,vellum,Greek,folio,False,3,False,ICCU,CC BY-SA 4.0 (metadata simulation),Biblioteca Medicea Laurenziana,library,Italy,Florence,43.7743,11.253,Mediterranean,110000,21.28,56.05666666666667,38.29333333333334,42,False,True,6,0.02817777777777792,0.825,0.34375,0.25,36.83,Moderate,0
V0214,S03,Manuscript or printed volume 0214,14,1325,parchment,carbon,leather,none,English,folio,False,2,False,Heidelberg UB,CC BY-SA 4.0 (metadata simulation),Biblioteca comunale dell'Archiginnasio,library,Italy,Bologna,44.4929,11.343,Humid subtropical,850000,21.481666666666666,58.64666666666667,36.58833333333333,55,False,False,6,0.1022444444444445,0.8,0.84375,0.0,48.67,Moderate,0
V0215,S08,Manuscript or printed volume 0215,16,1553,mixed,pigment,wood_boards,none,English,quarto,False,3,True,ICCU,CC BY-SA 4.0 (metadata simulation),Biblioteca Medicea Laurenziana,library,Italy,Florence,43.7743,11.253,Mediterranean,110000,21.28,56.05666666666667,38.29333333333334,42,False,True,6,0.02817777777777792,0.7875,0.59375,0.25,41.95,Moderate,0
V0216,S02,Manuscript or printed volume 0216,18,1755,industrial_paper,printing_ink,paper_boards,paper,English,octavo,False,2,False,British Library,CC BY-SA 4.0 (metadata simulation),Universitätsbibliothek Heidelberg,library,Germany,Heidelberg,49.4093,8.6944,Oceanic,180000,20.07166666666667,50.95666666666667,33.245000000000005,46,False,True,6,0.0,0.4625,0.34375,0.25,24.97,Low,0
